Date,Attendance,Team,City,League,Both Leagues
7/20/2014,14383,Portland Thorns FC,Portland,NWSL,Yes
8/3/2014,19123,Portland Thorns FC,Portland,NWSL,Yes
8/17/2014,17109,Portland Thorns FC,Portland,NWSL,Yes
4/11/2015,13386,Portland Thorns FC,Portland,NWSL,Yes
4/18/2015,13148,Portland Thorns FC,Portland,NWSL,Yes
5/9/2015,14236,Portland Thorns FC,Portland,NWSL,Yes
5/23/2015,14409,Portland Thorns FC,Portland,NWSL,Yes
6/19/2015,15214,Portland Thorns FC,Portland,NWSL,Yes
7/3/2015,12223,Portland Thorns FC,Portland,NWSL,Yes
7/22/2015,21144,Portland Thorns FC,Portland,NWSL,Yes
8/5/2015,15624,Portland Thorns FC,Portland,NWSL,Yes
8/9/2015,15858,Portland Thorns FC,Portland,NWSL,Yes
8/30/2015,21144,Portland Thorns FC,Portland,NWSL,Yes
4/17/2016,16073,Portland Thorns FC,Portland,NWSL,Yes
5/21/2016,15823,Portland Thorns FC,Portland,NWSL,Yes
5/29/2016,18114,Portland Thorns FC,Portland,NWSL,Yes
6/22/2016,16931,Portland Thorns FC,Portland,NWSL,Yes
7/2/2016,14287,Portland Thorns FC,Portland,NWSL,Yes
7/9/2016,16942,Portland Thorns FC,Portland,NWSL,Yes
7/30/2016,19231,Portland Thorns FC,Portland,NWSL,Yes
9/4/2016,17152,Portland Thorns FC,Portland,NWSL,Yes
9/7/2016,13752,Portland Thorns FC,Portland,NWSL,Yes
9/11/2016,21144,Portland Thorns FC,Portland,NWSL,Yes
4/15/2017,16145,Portland Thorns FC,Portland,NWSL,Yes
4/29/2017,14471,Portland Thorns FC,Portland,NWSL,Yes
5/6/2017,16160,Portland Thorns FC,Portland,NWSL,Yes
5/27/2017,18637,Portland Thorns FC,Portland,NWSL,Yes
6/17/2017,16736,Portland Thorns FC,Portland,NWSL,Yes
6/28/2017,16199,Portland Thorns FC,Portland,NWSL,Yes
7/15/2017,16804,Portland Thorns FC,Portland,NWSL,Yes
7/22/2017,18478,Portland Thorns FC,Portland,NWSL,Yes
8/5/2017,18243,Portland Thorns FC,Portland,NWSL,Yes
8/19/2017,19672,Portland Thorns FC,Portland,NWSL,Yes
9/2/2017,19141,Portland Thorns FC,Portland,NWSL,Yes
9/30/2017,21144,Portland Thorns FC,Portland,NWSL,Yes
10/7/2017,18193,Portland Thorns FC,Portland,NWSL,Yes
4/15/2018,16466,Portland Thorns FC,Portland,NWSL,Yes
4/20/2018,14485,Portland Thorns FC,Portland,NWSL,Yes
5/5/2018,16054,Portland Thorns FC,Portland,NWSL,Yes
5/12/2018,17115,Portland Thorns FC,Portland,NWSL,Yes
5/25/2018,15113,Portland Thorns FC,Portland,NWSL,Yes
5/30/2018,15018,Portland Thorns FC,Portland,NWSL,Yes
6/27/2018,18237,Portland Thorns FC,Portland,NWSL,Yes
7/6/2018,17930,Portland Thorns FC,Portland,NWSL,Yes
7/15/2018,15327,Portland Thorns FC,Portland,NWSL,Yes
8/18/2018,18631,Portland Thorns FC,Portland,NWSL,Yes
8/22/2018,17986,Portland Thorns FC,Portland,NWSL,Yes
9/7/2018,21144,Portland Thorns FC,Portland,NWSL,Yes
6/2/2019,19461,Portland Thorns FC,Portland,NWSL,Yes
6/21/2019,15581,Portland Thorns FC,Portland,NWSL,Yes
7/5/2019,19116,Portland Thorns FC,Portland,NWSL,Yes
7/14/2019,18909,Portland Thorns FC,Portland,NWSL,Yes
7/24/2019,22329,Portland Thorns FC,Portland,NWSL,Yes
8/3/2019,19070,Portland Thorns FC,Portland,NWSL,Yes
8/11/2019,25218,Portland Thorns FC,Portland,NWSL,Yes
8/17/2019,20895,Portland Thorns FC,Portland,NWSL,Yes
9/11/2019,17517,Portland Thorns FC,Portland,NWSL,Yes
9/21/2019,21022,Portland Thorns FC,Portland,NWSL,Yes
10/12/2019,24521,Portland Thorns FC,Portland,NWSL,Yes
4/30/2022,13672,Portland Thorns FC,Portland,NWSL,Yes
5/13/2022,14496,Portland Thorns FC,Portland,NWSL,Yes
5/18/2022,9876,Portland Thorns FC,Portland,NWSL,Yes
5/21/2022,14842,Portland Thorns FC,Portland,NWSL,Yes
6/3/2022,14493,Portland Thorns FC,Portland,NWSL,Yes
6/19/2022,16185,Portland Thorns FC,Portland,NWSL,Yes
7/16/2022,16870,Portland Thorns FC,Portland,NWSL,Yes
8/5/2022,17139,Portland Thorns FC,Portland,NWSL,Yes
8/27/2022,18624,Portland Thorns FC,Portland,NWSL,Yes
9/21/2022,15652,Portland Thorns FC,Portland,NWSL,Yes
9/25/2022,19127,Portland Thorns FC,Portland,NWSL,Yes
3/28/2023,15204,Portland Thorns FC,Portland,NWSL,Yes
4/14/2023,15657,Portland Thorns FC,Portland,NWSL,Yes
4/22/2023,14972,Portland Thorns FC,Portland,NWSL,Yes
4/29/2023,16938,Portland Thorns FC,Portland,NWSL,Yes
5/21/2023,20402,Portland Thorns FC,Portland,NWSL,Yes
6/23/2023,20254,Portland Thorns FC,Portland,NWSL,Yes
7/1/2023,17796,Portland Thorns FC,Portland,NWSL,Yes
8/20/2023,22107,Portland Thorns FC,Portland,NWSL,Yes
9/16/2023,25218,Portland Thorns FC,Portland,NWSL,Yes
9/30/2023,19947,Portland Thorns FC,Portland,NWSL,Yes
10/7/2023,19599,Portland Thorns FC,Portland,NWSL,Yes
3/24/2024,19857,Portland Thorns FC,Portland,NWSL,Yes
3/30/2024,16688,Portland Thorns FC,Portland,NWSL,Yes
4/20/2024,17580,Portland Thorns FC,Portland,NWSL,Yes
5/4/2024,17039,Portland Thorns FC,Portland,NWSL,Yes
5/11/2024,20229,Portland Thorns FC,Portland,NWSL,Yes
6/8/2024,21025,Portland Thorns FC,Portland,NWSL,Yes
6/23/2024,20024,Portland Thorns FC,Portland,NWSL,Yes
3/3/2013,20674,Portland Timbers,Portland,MLS,Yes
3/9/2013,20674,Portland Timbers,Portland,MLS,Yes
4/6/2013,20674,Portland Timbers,Portland,MLS,Yes
4/14/2013,20674,Portland Timbers,Portland,MLS,Yes
5/2/2013,20674,Portland Timbers,Portland,MLS,Yes
5/12/2013,20674,Portland Timbers,Portland,MLS,Yes
6/15/2013,20674,Portland Timbers,Portland,MLS,Yes
6/23/2013,20674,Portland Timbers,Portland,MLS,Yes
7/13/2013,20674,Portland Timbers,Portland,MLS,Yes
8/3/2013,20674,Portland Timbers,Portland,MLS,Yes
8/17/2013,20674,Portland Timbers,Portland,MLS,Yes
8/21/2013,20674,Portland Timbers,Portland,MLS,Yes
9/7/2013,20674,Portland Timbers,Portland,MLS,Yes
9/20/2013,20674,Portland Timbers,Portland,MLS,Yes
9/29/2013,20674,Portland Timbers,Portland,MLS,Yes
10/13/2013,20674,Portland Timbers,Portland,MLS,Yes
10/19/2013,20674,Portland Timbers,Portland,MLS,Yes
11/7/2013,20674,Portland Timbers,Portland,MLS,Yes
11/24/2013,20674,Portland Timbers,Portland,MLS,Yes
3/8/2014,20814,Portland Timbers,Portland,MLS,Yes
3/16/2014,20814,Portland Timbers,Portland,MLS,Yes
4/5/2014,20814,Portland Timbers,Portland,MLS,Yes
4/12/2014,20814,Portland Timbers,Portland,MLS,Yes
5/3/2014,20814,Portland Timbers,Portland,MLS,Yes
5/11/2014,20814,Portland Timbers,Portland,MLS,Yes
5/17/2014,20814,Portland Timbers,Portland,MLS,Yes
6/1/2014,20814,Portland Timbers,Portland,MLS,Yes
6/27/2014,20814,Portland Timbers,Portland,MLS,Yes
7/18/2014,20814,Portland Timbers,Portland,MLS,Yes
8/9/2014,20814,Portland Timbers,Portland,MLS,Yes
8/24/2014,20814,Portland Timbers,Portland,MLS,Yes
9/7/2014,20814,Portland Timbers,Portland,MLS,Yes
9/20/2014,20814,Portland Timbers,Portland,MLS,Yes
10/17/2014,20814,Portland Timbers,Portland,MLS,Yes
3/7/2015,21144,Portland Timbers,Portland,MLS,Yes
3/15/2015,21144,Portland Timbers,Portland,MLS,Yes
4/4/2015,21144,Portland Timbers,Portland,MLS,Yes
4/12/2015,21144,Portland Timbers,Portland,MLS,Yes
5/2/2015,21144,Portland Timbers,Portland,MLS,Yes
5/27/2015,21144,Portland Timbers,Portland,MLS,Yes
6/6/2015,21144,Portland Timbers,Portland,MLS,Yes
6/20/2015,21144,Portland Timbers,Portland,MLS,Yes
6/28/2015,21144,Portland Timbers,Portland,MLS,Yes
7/5/2015,21144,Portland Timbers,Portland,MLS,Yes
7/18/2015,21144,Portland Timbers,Portland,MLS,Yes
8/7/2015,21144,Portland Timbers,Portland,MLS,Yes
8/21/2015,21144,Portland Timbers,Portland,MLS,Yes
9/9/2015,21144,Portland Timbers,Portland,MLS,Yes
9/20/2015,21144,Portland Timbers,Portland,MLS,Yes
10/3/2015,21144,Portland Timbers,Portland,MLS,Yes
10/25/2015,21144,Portland Timbers,Portland,MLS,Yes
10/29/2015,21144,Portland Timbers,Portland,MLS,Yes
11/1/2015,21144,Portland Timbers,Portland,MLS,Yes
11/22/2015,21144,Portland Timbers,Portland,MLS,Yes
3/6/2016,21144,Portland Timbers,Portland,MLS,Yes
3/19/2016,21144,Portland Timbers,Portland,MLS,Yes
4/13/2016,21144,Portland Timbers,Portland,MLS,Yes
4/16/2016,21144,Portland Timbers,Portland,MLS,Yes
5/1/2016,21144,Portland Timbers,Portland,MLS,Yes
5/15/2016,21144,Portland Timbers,Portland,MLS,Yes
5/22/2016,21144,Portland Timbers,Portland,MLS,Yes
6/1/2016,21144,Portland Timbers,Portland,MLS,Yes
6/26/2016,21144,Portland Timbers,Portland,MLS,Yes
7/13/2016,21144,Portland Timbers,Portland,MLS,Yes
7/17/2016,21144,Portland Timbers,Portland,MLS,Yes
7/23/2016,21144,Portland Timbers,Portland,MLS,Yes
8/7/2016,21144,Portland Timbers,Portland,MLS,Yes
8/28/2016,21144,Portland Timbers,Portland,MLS,Yes
9/10/2016,21144,Portland Timbers,Portland,MLS,Yes
9/17/2016,21144,Portland Timbers,Portland,MLS,Yes
10/16/2016,21144,Portland Timbers,Portland,MLS,Yes
3/3/2017,21144,Portland Timbers,Portland,MLS,Yes
3/18/2017,21144,Portland Timbers,Portland,MLS,Yes
4/2/2017,21144,Portland Timbers,Portland,MLS,Yes
4/15/2017,21144,Portland Timbers,Portland,MLS,Yes
4/22/2017,21144,Portland Timbers,Portland,MLS,Yes
5/14/2017,21144,Portland Timbers,Portland,MLS,Yes
6/2/2017,21144,Portland Timbers,Portland,MLS,Yes
6/10/2017,21144,Portland Timbers,Portland,MLS,Yes
6/25/2017,21144,Portland Timbers,Portland,MLS,Yes
7/5/2017,21144,Portland Timbers,Portland,MLS,Yes
7/19/2017,21144,Portland Timbers,Portland,MLS,Yes
8/6/2017,21144,Portland Timbers,Portland,MLS,Yes
8/18/2017,21144,Portland Timbers,Portland,MLS,Yes
8/23/2017,21144,Portland Timbers,Portland,MLS,Yes
9/24/2017,21144,Portland Timbers,Portland,MLS,Yes
10/15/2017,21144,Portland Timbers,Portland,MLS,Yes
10/22/2017,21144,Portland Timbers,Portland,MLS,Yes
11/5/2017,21144,Portland Timbers,Portland,MLS,Yes
4/14/2018,21144,Portland Timbers,Portland,MLS,Yes
4/22/2018,21144,Portland Timbers,Portland,MLS,Yes
5/13/2018,21144,Portland Timbers,Portland,MLS,Yes
5/19/2018,21144,Portland Timbers,Portland,MLS,Yes
6/2/2018,21144,Portland Timbers,Portland,MLS,Yes
6/9/2018,21144,Portland Timbers,Portland,MLS,Yes
7/7/2018,21144,Portland Timbers,Portland,MLS,Yes
7/21/2018,21144,Portland Timbers,Portland,MLS,Yes
7/28/2018,21144,Portland Timbers,Portland,MLS,Yes
8/4/2018,21144,Portland Timbers,Portland,MLS,Yes
8/11/2018,21144,Portland Timbers,Portland,MLS,Yes
8/26/2018,21144,Portland Timbers,Portland,MLS,Yes
8/29/2018,21144,Portland Timbers,Portland,MLS,Yes
9/8/2018,21144,Portland Timbers,Portland,MLS,Yes
9/19/2018,21144,Portland Timbers,Portland,MLS,Yes
9/29/2018,21144,Portland Timbers,Portland,MLS,Yes
10/21/2018,21144,Portland Timbers,Portland,MLS,Yes
11/4/2018,21144,Portland Timbers,Portland,MLS,Yes
11/25/2018,21144,Portland Timbers,Portland,MLS,Yes
6/1/2019,25218,Portland Timbers,Portland,MLS,Yes
6/22/2019,25218,Portland Timbers,Portland,MLS,Yes
6/30/2019,25218,Portland Timbers,Portland,MLS,Yes
7/13/2019,25218,Portland Timbers,Portland,MLS,Yes
7/18/2019,25218,Portland Timbers,Portland,MLS,Yes
7/27/2019,25218,Portland Timbers,Portland,MLS,Yes
8/10/2019,25218,Portland Timbers,Portland,MLS,Yes
8/14/2019,25218,Portland Timbers,Portland,MLS,Yes
8/18/2019,25218,Portland Timbers,Portland,MLS,Yes
8/23/2019,25218,Portland Timbers,Portland,MLS,Yes
8/31/2019,25218,Portland Timbers,Portland,MLS,Yes
9/7/2019,25218,Portland Timbers,Portland,MLS,Yes
9/15/2019,25218,Portland Timbers,Portland,MLS,Yes
9/18/2019,25218,Portland Timbers,Portland,MLS,Yes
9/22/2019,25218,Portland Timbers,Portland,MLS,Yes
9/25/2019,25218,Portland Timbers,Portland,MLS,Yes
10/6/2019,25218,Portland Timbers,Portland,MLS,Yes
2/26/2022,23411,Portland Timbers,Portland,MLS,Yes
3/12/2022,22795,Portland Timbers,Portland,MLS,Yes
3/27/2022,22948,Portland Timbers,Portland,MLS,Yes
4/3/2022,24534,Portland Timbers,Portland,MLS,Yes
4/23/2022,24206,Portland Timbers,Portland,MLS,Yes
5/14/2022,23503,Portland Timbers,Portland,MLS,Yes
6/25/2022,23448,Portland Timbers,Portland,MLS,Yes
6/29/2022,22932,Portland Timbers,Portland,MLS,Yes
7/17/2022,24337,Portland Timbers,Portland,MLS,Yes
7/23/2022,23795,Portland Timbers,Portland,MLS,Yes
8/3/2022,23101,Portland Timbers,Portland,MLS,Yes
8/6/2022,24114,Portland Timbers,Portland,MLS,Yes
8/26/2022,25218,Portland Timbers,Portland,MLS,Yes
9/4/2022,24438,Portland Timbers,Portland,MLS,Yes
9/10/2022,25019,Portland Timbers,Portland,MLS,Yes
10/2/2022,25218,Portland Timbers,Portland,MLS,Yes
2/27/2023,22925,Portland Timbers,Portland,MLS,Yes
3/11/2023,23386,Portland Timbers,Portland,MLS,Yes
3/25/2023,24077,Portland Timbers,Portland,MLS,Yes
4/15/2023,25218,Portland Timbers,Portland,MLS,Yes
5/6/2023,23318,Portland Timbers,Portland,MLS,Yes
5/13/2023,23154,Portland Timbers,Portland,MLS,Yes
5/20/2023,22137,Portland Timbers,Portland,MLS,Yes
6/11/2023,22907,Portland Timbers,Portland,MLS,Yes
6/21/2023,22548,Portland Timbers,Portland,MLS,Yes
6/24/2023,22676,Portland Timbers,Portland,MLS,Yes
7/15/2023,24181,Portland Timbers,Portland,MLS,Yes
8/26/2023,22674,Portland Timbers,Portland,MLS,Yes
8/30/2023,21320,Portland Timbers,Portland,MLS,Yes
9/9/2023,23239,Portland Timbers,Portland,MLS,Yes
9/20/2023,21518,Portland Timbers,Portland,MLS,Yes
9/23/2023,22248,Portland Timbers,Portland,MLS,Yes
10/21/2023,25218,Portland Timbers,Portland,MLS,Yes
2/24/2024,21411,Portland Timbers,Portland,MLS,Yes
3/2/2024,20221,Portland Timbers,Portland,MLS,Yes
3/23/2024,23046,Portland Timbers,Portland,MLS,Yes
4/13/2024,23245,Portland Timbers,Portland,MLS,Yes
5/12/2024,25218,Portland Timbers,Portland,MLS,Yes
5/15/2024,19113,Portland Timbers,Portland,MLS,Yes
5/25/2024,22848,Portland Timbers,Portland,MLS,Yes
6/1/2024,21214,Portland Timbers,Portland,MLS,Yes
6/22/2024,22471,Portland Timbers,Portland,MLS,Yes
6/29/2024,22227,Portland Timbers,Portland,MLS,Yes
7/7/2024,20616,Portland Timbers,Portland,MLS,Yes
7/13/2024,23014,Portland Timbers,Portland,MLS,Yes
5/14/2022,"5,271",Racing Louisville FC,Louisville,NWSL,
5/18/2022,"5,302",Racing Louisville FC,Louisville,NWSL,
6/4/2022,"5,738",Racing Louisville FC,Louisville,NWSL,
6/11/2022,"6,139",Racing Louisville FC,Louisville,NWSL,
7/8/2022,"5,771",Racing Louisville FC,Louisville,NWSL,
7/29/2022,"7,089",Racing Louisville FC,Louisville,NWSL,
8/2/2022,"5,107",Racing Louisville FC,Louisville,NWSL,
8/5/2022,"5,364",Racing Louisville FC,Louisville,NWSL,
8/27/2022,"8,729",Racing Louisville FC,Louisville,NWSL,
9/16/2022,"5,397",Racing Louisville FC,Louisville,NWSL,
10/1/2022,"6,622",Racing Louisville FC,Louisville,NWSL,
4/1/2023,"4,861",Racing Louisville FC,Louisville,NWSL,
4/29/2023,"6,185",Racing Louisville FC,Louisville,NWSL,
5/12/2023,"4,143",Racing Louisville FC,Louisville,NWSL,
5/27/2023,"5,874",Racing Louisville FC,Louisville,NWSL,
6/9/2023,"6,753",Racing Louisville FC,Louisville,NWSL,
6/18/2023,"5,103",Racing Louisville FC,Louisville,NWSL,
7/7/2023,"5,097",Racing Louisville FC,Louisville,NWSL,
8/19/2023,"10,214",Racing Louisville FC,Louisville,NWSL,
9/2/2023,"5,778",Racing Louisville FC,Louisville,NWSL,
9/15/2023,"5,526",Racing Louisville FC,Louisville,NWSL,
10/6/2023,"6,455",Racing Louisville FC,Louisville,NWSL,
3/16/2024,"6,123",Racing Louisville FC,Louisville,NWSL,
4/13/2024,"6,818",Racing Louisville FC,Louisville,NWSL,
4/20/2024,"11,365",Racing Louisville FC,Louisville,NWSL,
5/10/2024,"6,222",Racing Louisville FC,Louisville,NWSL,
6/7/2024,"6,061",Racing Louisville FC,Louisville,NWSL,
6/15/2024,"6,412",Racing Louisville FC,Louisville,NWSL,
6/29/2024,"8,096",Racing Louisville FC,Louisville,NWSL,
3/16/2013,20370,Real Salt Lake,Salt Lake City,MLS,Yes
3/30/2013,20359,Real Salt Lake,Salt Lake City,MLS,Yes
4/20/2013,14900,Real Salt Lake,Salt Lake City,MLS,Yes
4/27/2013,17655,Real Salt Lake,Salt Lake City,MLS,Yes
5/4/2013,17480,Real Salt Lake,Salt Lake City,MLS,Yes
5/25/2013,18293,Real Salt Lake,Salt Lake City,MLS,Yes
6/1/2013,19064,Real Salt Lake,Salt Lake City,MLS,Yes
6/8/2013,18962,Real Salt Lake,Salt Lake City,MLS,Yes
6/22/2013,19848,Real Salt Lake,Salt Lake City,MLS,Yes
7/3/2013,20445,Real Salt Lake,Salt Lake City,MLS,Yes
7/20/2013,19832,Real Salt Lake,Salt Lake City,MLS,Yes
8/10/2013,19402,Real Salt Lake,Salt Lake City,MLS,Yes
8/24/2013,18398,Real Salt Lake,Salt Lake City,MLS,Yes
8/30/2013,20252,Real Salt Lake,Salt Lake City,MLS,Yes
9/21/2013,20504,Real Salt Lake,Salt Lake City,MLS,Yes
10/5/2013,20488,Real Salt Lake,Salt Lake City,MLS,Yes
10/23/2013,20447,Real Salt Lake,Salt Lake City,MLS,Yes
11/7/2013,19042,Real Salt Lake,Salt Lake City,MLS,Yes
11/10/2013,17333,Real Salt Lake,Salt Lake City,MLS,Yes
3/22/2014,20466,Real Salt Lake,Salt Lake City,MLS,Yes
3/29/2014,18881,Real Salt Lake,Salt Lake City,MLS,Yes
4/19/2014,20496,Real Salt Lake,Salt Lake City,MLS,Yes
4/26/2014,19661,Real Salt Lake,Salt Lake City,MLS,Yes
5/17/2014,20489,Real Salt Lake,Salt Lake City,MLS,Yes
5/24/2014,20488,Real Salt Lake,Salt Lake City,MLS,Yes
6/7/2014,20481,Real Salt Lake,Salt Lake City,MLS,Yes
7/4/2014,20513,Real Salt Lake,Salt Lake City,MLS,Yes
7/19/2014,20265,Real Salt Lake,Salt Lake City,MLS,Yes
7/24/2014,20398,Real Salt Lake,Salt Lake City,MLS,Yes
7/30/2014,20295,Real Salt Lake,Salt Lake City,MLS,Yes
8/9/2014,20452,Real Salt Lake,Salt Lake City,MLS,Yes
8/16/2014,20483,Real Salt Lake,Salt Lake City,MLS,Yes
9/6/2014,20545,Real Salt Lake,Salt Lake City,MLS,Yes
9/19/2014,20692,Real Salt Lake,Salt Lake City,MLS,Yes
10/11/2014,20701,Real Salt Lake,Salt Lake City,MLS,Yes
10/22/2014,20665,Real Salt Lake,Salt Lake City,MLS,Yes
11/1/2014,20713,Real Salt Lake,Salt Lake City,MLS,Yes
3/14/2015,20281,Real Salt Lake,Salt Lake City,MLS,Yes
3/29/2015,20794,Real Salt Lake,Salt Lake City,MLS,Yes
4/18/2015,20414,Real Salt Lake,Salt Lake City,MLS,Yes
5/1/2015,19715,Real Salt Lake,Salt Lake City,MLS,Yes
5/6/2015,19296,Real Salt Lake,Salt Lake City,MLS,Yes
5/23/2015,20801,Real Salt Lake,Salt Lake City,MLS,Yes
6/7/2015,18895,Real Salt Lake,Salt Lake City,MLS,Yes
6/21/2015,19155,Real Salt Lake,Salt Lake City,MLS,Yes
6/27/2015,20171,Real Salt Lake,Salt Lake City,MLS,Yes
7/4/2015,20956,Real Salt Lake,Salt Lake City,MLS,Yes
7/18/2015,20174,Real Salt Lake,Salt Lake City,MLS,Yes
7/24/2015,20809,Real Salt Lake,Salt Lake City,MLS,Yes
8/15/2015,20338,Real Salt Lake,Salt Lake City,MLS,Yes
8/22/2015,20559,Real Salt Lake,Salt Lake City,MLS,Yes
9/19/2015,21004,Real Salt Lake,Salt Lake City,MLS,Yes
10/14/2015,19457,Real Salt Lake,Salt Lake City,MLS,Yes
10/17/2015,19899,Real Salt Lake,Salt Lake City,MLS,Yes
3/12/2016,19282,Real Salt Lake,Salt Lake City,MLS,Yes
4/9/2016,19224,Real Salt Lake,Salt Lake City,MLS,Yes
4/16/2016,19720,Real Salt Lake,Salt Lake City,MLS,Yes
4/30/2016,19950,Real Salt Lake,Salt Lake City,MLS,Yes
6/18/2016,20317,Real Salt Lake,Salt Lake City,MLS,Yes
6/22/2016,18036,Real Salt Lake,Salt Lake City,MLS,Yes
7/1/2016,20389,Real Salt Lake,Salt Lake City,MLS,Yes
7/9/2016,20086,Real Salt Lake,Salt Lake City,MLS,Yes
7/16/2016,19246,Real Salt Lake,Salt Lake City,MLS,Yes
7/22/2016,19842,Real Salt Lake,Salt Lake City,MLS,Yes
8/6/2016,19909,Real Salt Lake,Salt Lake City,MLS,Yes
8/20/2016,19939,Real Salt Lake,Salt Lake City,MLS,Yes
8/26/2016,20134,Real Salt Lake,Salt Lake City,MLS,Yes
9/7/2016,20266,Real Salt Lake,Salt Lake City,MLS,Yes
9/17/2016,19795,Real Salt Lake,Salt Lake City,MLS,Yes
9/24/2016,20069,Real Salt Lake,Salt Lake City,MLS,Yes
10/16/2016,19705,Real Salt Lake,Salt Lake City,MLS,Yes
3/4/2017,19519,Real Salt Lake,Salt Lake City,MLS,Yes
3/18/2017,20348,Real Salt Lake,Salt Lake City,MLS,Yes
4/8/2017,17069,Real Salt Lake,Salt Lake City,MLS,Yes
4/22/2017,18946,Real Salt Lake,Salt Lake City,MLS,Yes
5/6/2017,18160,Real Salt Lake,Salt Lake City,MLS,Yes
5/17/2017,16434,Real Salt Lake,Salt Lake City,MLS,Yes
5/27/2017,18305,Real Salt Lake,Salt Lake City,MLS,Yes
6/17/2017,19256,Real Salt Lake,Salt Lake City,MLS,Yes
6/30/2017,19218,Real Salt Lake,Salt Lake City,MLS,Yes
7/22/2017,19316,Real Salt Lake,Salt Lake City,MLS,Yes
7/29/2017,18758,Real Salt Lake,Salt Lake City,MLS,Yes
8/5/2017,19075,Real Salt Lake,Salt Lake City,MLS,Yes
8/23/2017,17460,Real Salt Lake,Salt Lake City,MLS,Yes
8/26/2017,18855,Real Salt Lake,Salt Lake City,MLS,Yes
9/16/2017,19677,Real Salt Lake,Salt Lake City,MLS,Yes
9/23/2017,19786,Real Salt Lake,Salt Lake City,MLS,Yes
10/22/2017,19102,Real Salt Lake,Salt Lake City,MLS,Yes
3/10/2018,20706,Real Salt Lake,Salt Lake City,MLS,Yes
3/17/2018,16334,Real Salt Lake,Salt Lake City,MLS,Yes
4/7/2018,16015,Real Salt Lake,Salt Lake City,MLS,Yes
4/21/2018,17461,Real Salt Lake,Salt Lake City,MLS,Yes
5/12/2018,16961,Real Salt Lake,Salt Lake City,MLS,Yes
5/30/2018,16613,Real Salt Lake,Salt Lake City,MLS,Yes
6/2/2018,18556,Real Salt Lake,Salt Lake City,MLS,Yes
6/23/2018,18472,Real Salt Lake,Salt Lake City,MLS,Yes
7/4/2018,19206,Real Salt Lake,Salt Lake City,MLS,Yes
7/7/2018,17319,Real Salt Lake,Salt Lake City,MLS,Yes
7/21/2018,19207,Real Salt Lake,Salt Lake City,MLS,Yes
8/4/2018,19817,Real Salt Lake,Salt Lake City,MLS,Yes
8/11/2018,18901,Real Salt Lake,Salt Lake City,MLS,Yes
9/1/2018,21363,Real Salt Lake,Salt Lake City,MLS,Yes
9/15/2018,19785,Real Salt Lake,Salt Lake City,MLS,Yes
10/6/2018,20034,Real Salt Lake,Salt Lake City,MLS,Yes
10/18/2018,19536,Real Salt Lake,Salt Lake City,MLS,Yes
11/4/2018,14045,Real Salt Lake,Salt Lake City,MLS,Yes
3/9/2019,17096,Real Salt Lake,Salt Lake City,MLS,Yes
3/30/2019,18220,Real Salt Lake,Salt Lake City,MLS,Yes
4/13/2019,16770,Real Salt Lake,Salt Lake City,MLS,Yes
5/4/2019,18066,Real Salt Lake,Salt Lake City,MLS,Yes
5/18/2019,15949,Real Salt Lake,Salt Lake City,MLS,Yes
5/24/2019,17214,Real Salt Lake,Salt Lake City,MLS,Yes
6/29/2019,18933,Real Salt Lake,Salt Lake City,MLS,Yes
7/3/2019,19030,Real Salt Lake,Salt Lake City,MLS,Yes
7/13/2019,18925,Real Salt Lake,Salt Lake City,MLS,Yes
7/20/2019,16992,Real Salt Lake,Salt Lake City,MLS,Yes
8/3/2019,18282,Real Salt Lake,Salt Lake City,MLS,Yes
8/14/2019,17825,Real Salt Lake,Salt Lake City,MLS,Yes
8/17/2019,18213,Real Salt Lake,Salt Lake City,MLS,Yes
8/24/2019,20384,Real Salt Lake,Salt Lake City,MLS,Yes
9/11/2019,17196,Real Salt Lake,Salt Lake City,MLS,Yes
9/25/2019,20838,Real Salt Lake,Salt Lake City,MLS,Yes
9/29/2019,18117,Real Salt Lake,Salt Lake City,MLS,Yes
10/19/2019,17452,Real Salt Lake,Salt Lake City,MLS,Yes
3/5/2022,20017,Real Salt Lake,Salt Lake City,MLS,Yes
3/19/2022,20036,Real Salt Lake,Salt Lake City,MLS,Yes
4/9/2022,20136,Real Salt Lake,Salt Lake City,MLS,Yes
4/30/2022,20775,Real Salt Lake,Salt Lake City,MLS,Yes
5/14/2022,20122,Real Salt Lake,Salt Lake City,MLS,Yes
5/28/2022,20489,Real Salt Lake,Salt Lake City,MLS,Yes
6/18/2022,20517,Real Salt Lake,Salt Lake City,MLS,Yes
